REFSEQ	parent
XM_001957632	FBgn0100907
XM_001957630	FBgn0100908
XM_001957626	FBgn0100909
XM_001957624	FBgn0100910
XM_001965162	FBgn0100911
XM_001957623	FBgn0100912
XM_001957620	FBgn0100913
XM_001957619	FBgn0100914
XM_001957617	FBgn0100915
XM_001957614	FBgn0100916
XM_014909325	FBgn0100916
XM_001957610	FBgn0100917
XM_001957604	FBgn0100918
XM_001957602	FBgn0100919
XM_001957601	FBgn0100920
XM_001957599	FBgn0100921
XM_014905065	FBgn0100922
XM_001965163	FBgn0100922
XM_001957596	FBgn0100923
XM_001957595	FBgn0100924
XM_014909327	FBgn0100924
XM_014909326	FBgn0100924
XM_001957593	FBgn0100925
XM_014909328	FBgn0100925
XM_001957592	FBgn0100926
XM_001957588	FBgn0100927
XM_001957587	FBgn0100928
XM_001957585	FBgn0100929
XM_001957583	FBgn0100930
XM_001957582	FBgn0100931
XM_001965167	FBgn0100932
XM_001957581	FBgn0100933
XM_001957579	FBgn0100934
XM_014909329	FBgn0100934
XM_001957578	FBgn0100935
XM_001957574	FBgn0100937
XM_014909331	FBgn0100937
XM_014909330	FBgn0100937
XM_014909332	FBgn0100937
XM_014909333	FBgn0100937
XM_014909334	FBgn0100937
XM_014909335	FBgn0100937
XM_014909336	FBgn0100937
XM_014909337	FBgn0100937
XM_014909338	FBgn0100937
XM_014909339	FBgn0100937
XM_001957573	FBgn0100938
XM_001957566	FBgn0100939
XM_001957565	FBgn0100940
XM_014909341	FBgn0100940
XM_014909340	FBgn0100940
XM_014909342	FBgn0100940
XM_014909343	FBgn0100940
XM_001957562	FBgn0100942
XM_014909345	FBgn0100942
XM_014909344	FBgn0100942
XM_014909346	FBgn0100942
XM_001957559	FBgn0100944
XM_001957557	FBgn0100945
XM_014909347	FBgn0100948
XM_001957549	FBgn0100948
XM_014909348	FBgn0100948
XM_014909349	FBgn0100948
XM_014909350	FBgn0100948
XM_014909351	FBgn0100948
XM_014909352	FBgn0100948
XM_014909353	FBgn0100948
XM_001957547	FBgn0100950
XM_001957546	FBgn0100951
XM_014909354	FBgn0100951
XM_001957544	FBgn0100952
XM_001957543	FBgn0100953
XM_014905066	FBgn0100954
XM_014905067	FBgn0100954
XM_014905084	FBgn0100954
XM_014905085	FBgn0100954
XM_014905072	FBgn0100954
XM_014905073	FBgn0100954
XM_014905074	FBgn0100954
XM_014905075	FBgn0100954
XM_014905083	FBgn0100954
XM_014905068	FBgn0100954
XM_014905069	FBgn0100954
XM_014905070	FBgn0100954
XM_014905071	FBgn0100954
XM_014905076	FBgn0100954
XM_014905077	FBgn0100954
XM_014905078	FBgn0100954
XM_014905079	FBgn0100954
XM_014905080	FBgn0100954
XM_014905081	FBgn0100954
XM_014905082	FBgn0100954
XM_001957539	FBgn0100955
XM_001957537	FBgn0100956
XM_001957531	FBgn0100958
XM_001957530	FBgn0100959
XM_001957528	FBgn0100960
XM_001957526	FBgn0100961
XM_001957524	FBgn0100963
XM_001957522	FBgn0100964
XM_014909355	FBgn0100964
XM_001957520	FBgn0100965
XM_001957518	FBgn0100966
XM_001957517	FBgn0100967
XM_001957515	FBgn0100968
XM_001957511	FBgn0100969
XM_001957509	FBgn0100970
XM_014909356	FBgn0100972
XM_001965175	FBgn0100973
XM_014905086	FBgn0100973
XM_014905087	FBgn0100973
XM_001957504	FBgn0100974
XM_001957497	FBgn0100975
XM_014909357	FBgn0100975
XM_001957496	FBgn0100976
XM_001957494	FBgn0100977
XM_001957491	FBgn0100978
XM_001957487	FBgn0100979
XM_014909359	FBgn0100979
XM_014909358	FBgn0100979
XM_001957485	FBgn0100980
XM_014909360	FBgn0100982
XM_001965181	FBgn0100983
XM_001957481	FBgn0100984
XM_014909362	FBgn0100984
XM_014909361	FBgn0100984
XM_014909363	FBgn0100984
XM_014909364	FBgn0100984
XM_001957479	FBgn0100985
XM_014909365	FBgn0100986
XM_001957477	FBgn0100986
XM_001957474	FBgn0100987
XM_001957473	FBgn0100988
XM_001957469	FBgn0100989
XM_001957467	FBgn0100990
XM_001957464	FBgn0100991
XM_001957463	FBgn0100992
XM_001957461	FBgn0100993
XM_001965183	FBgn0100994
XM_001957460	FBgn0100995
XM_001957458	FBgn0100996
XM_014909367	FBgn0100996
XM_014909366	FBgn0100996
XM_001957454	FBgn0100997
XM_014909368	FBgn0100997
XM_001957452	FBgn0100998
XM_014909370	FBgn0100998
XM_014909369	FBgn0100998
XM_001957451	FBgn0100999
XM_001957449	FBgn0101000
XM_001957448	FBgn0101001
XM_014909371	FBgn0101001
XM_001957446	FBgn0101002
XM_001957444	FBgn0101003
XM_001957443	FBgn0101004
XM_001965184	FBgn0101005
XM_001957441	FBgn0101006
XM_014909372	FBgn0101007
XM_001957439	FBgn0101007
XM_001957438	FBgn0101008
XM_001957437	FBgn0101009
XM_001957436	FBgn0101010
XM_014909373	FBgn0101010
XM_001957435	FBgn0101011
XM_014909374	FBgn0101011
XM_001957433	FBgn0101012
XM_014909375	FBgn0101012
XM_001957432	FBgn0101013
XM_001957431	FBgn0101014
XM_001957430	FBgn0101015
XM_014905088	FBgn0101016
XM_001965185	FBgn0101016
XM_001957426	FBgn0101017
XM_001957425	FBgn0101018
XM_001957422	FBgn0101019
XM_001957420	FBgn0101020
XM_001957417	FBgn0101021
XM_014909376	FBgn0101021
XM_001957416	FBgn0101022
XM_001957415	FBgn0101023
XM_001957413	FBgn0101024
XM_001957411	FBgn0101025
XM_001957410	FBgn0101026
XM_001965187	FBgn0101027
XM_001957408	FBgn0101028
XM_014909377	FBgn0101029
XM_001957407	FBgn0101029
XM_001957405	FBgn0101030
XM_001957404	FBgn0101031
XM_001957403	FBgn0101032
XM_001957402	FBgn0101034
XM_001957400	FBgn0101035
XM_001957399	FBgn0101036
XM_001957396	FBgn0101037
XM_001965188	FBgn0101038
XM_001957391	FBgn0101039
XM_001957384	FBgn0101042
XM_014909378	FBgn0101042
XM_001957382	FBgn0101044
XM_014909379	FBgn0101044
XM_001957380	FBgn0101045
XM_014909380	FBgn0101045
XM_001957378	FBgn0101046
XM_014909381	FBgn0101046
XM_001957376	FBgn0101047
XM_001957375	FBgn0101048
XM_001965189	FBgn0101049
XM_001957374	FBgn0101050
XM_001957371	FBgn0101051
XM_001957368	FBgn0101052
XM_014909383	FBgn0101052
XM_014909382	FBgn0101052
XM_014909384	FBgn0101052
XM_014909385	FBgn0101052
XM_001957367	FBgn0101053
XM_001957366	FBgn0101054
XM_001957363	FBgn0101055
XM_001957362	FBgn0101056
XM_001957361	FBgn0101057
XM_014909387	FBgn0101057
XM_014909386	FBgn0101057
XM_014909389	FBgn0101058
XM_014909388	FBgn0101058
XM_001965192	FBgn0101060
XM_001957357	FBgn0101061
XM_001957355	FBgn0101063
XM_001957354	FBgn0101064
XM_001957353	FBgn0101065
XM_001957352	FBgn0101066
XM_001957351	FBgn0101067
XM_001957349	FBgn0101068
XM_001957348	FBgn0101069
XM_001957346	FBgn0101070
XM_001965195	FBgn0101071
XM_001957345	FBgn0101072
XM_014909390	FBgn0101072
XM_001957344	FBgn0101073
XM_001957343	FBgn0101074
XM_014909391	FBgn0101074
XM_001957341	FBgn0101075
XM_001957339	FBgn0101076
XM_001957338	FBgn0101077
XM_014909392	FBgn0101077
XM_014909394	FBgn0101078
XM_014909393	FBgn0101078
XM_014909395	FBgn0101078
XM_014909396	FBgn0101078
XM_001957336	FBgn0101078
XM_014909397	FBgn0101078
XM_014909398	FBgn0101078
XM_001957332	FBgn0101079
XM_001957328	FBgn0101080
XM_001957326	FBgn0101081
XM_001965199	FBgn0101082
XM_001957322	FBgn0101083
XM_014909399	FBgn0101085
XM_001957318	FBgn0101086
XM_001957315	FBgn0101087
XM_001957311	FBgn0101088
XM_001957307	FBgn0101089
XM_001957306	FBgn0101090
XM_001957300	FBgn0101091
XM_001965202	FBgn0101092
XM_001957299	FBgn0101093
XM_014909400	FBgn0101093
XM_001957298	FBgn0101094
XM_001957296	FBgn0101095
XM_001957295	FBgn0101096
XM_001957294	FBgn0101097
XM_001957293	FBgn0101098
XM_001957292	FBgn0101099
XM_001957290	FBgn0101100
XM_001957288	FBgn0101101
XM_001957286	FBgn0101102
XM_001965204	FBgn0101103
XM_001957282	FBgn0101104
XM_001957281	FBgn0101105
XM_001957279	FBgn0101107
XM_014909401	FBgn0101107
XM_001957277	FBgn0101108
XM_001957275	FBgn0101109
XM_014909402	FBgn0101109
XM_001957273	FBgn0101110
XM_001957272	FBgn0101111
XM_001957268	FBgn0101113
XM_014909403	FBgn0101113
XM_001965205	FBgn0101114
XM_001957267	FBgn0101115
XM_001957265	FBgn0101116
XM_001957263	FBgn0101117
XM_001957261	FBgn0101118
XM_001957259	FBgn0101119
XM_001957258	FBgn0101120
XM_014909404	FBgn0101120
XM_001957252	FBgn0101121
XM_014909406	FBgn0101121
XM_014909405	FBgn0101121
XM_001957249	FBgn0101122
XM_001957246	FBgn0101123
XM_001957245	FBgn0101124
XM_014909407	FBgn0101124
XM_001965210	FBgn0101125
XM_001957242	FBgn0101126
XM_001957240	FBgn0101127
XM_001957238	FBgn0101128
XM_001957237	FBgn0101129
XM_001957236	FBgn0101130
XM_001957235	FBgn0101131
XM_001957231	FBgn0101133
XM_001957230	FBgn0101134
XM_001957229	FBgn0101135
XM_001965212	FBgn0101136
XM_014905089	FBgn0101136
XM_014905090	FBgn0101136
XM_001957227	FBgn0101137
XM_001957225	FBgn0101138
XM_014909409	FBgn0101138
XM_014909408	FBgn0101138
XM_001957222	FBgn0101139
XM_014909411	FBgn0101139
XM_014909410	FBgn0101139
XM_001957221	FBgn0101140
XM_001957216	FBgn0101141
XM_001957214	FBgn0101142
XM_014909412	FBgn0101142
XM_001957211	FBgn0101144
XM_014909414	FBgn0101144
XM_014909413	FBgn0101144
XM_014909415	FBgn0101144
XM_014909416	FBgn0101144
XM_014909417	FBgn0101144
XM_014909418	FBgn0101144
XM_001957210	FBgn0101145
XM_001957209	FBgn0101146
XM_014909419	FBgn0101146
XM_001965215	FBgn0101147
XM_014909421	FBgn0101148
XM_014909420	FBgn0101148
XM_001957204	FBgn0101148
XM_001957203	FBgn0101149
XM_001957202	FBgn0101150
XM_001957201	FBgn0101151
XM_001957199	FBgn0101152
XM_001957197	FBgn0101153
XM_014909422	FBgn0101153
XM_001957188	FBgn0101155
XM_001957186	FBgn0101156
XM_001957185	FBgn0101157
XM_001965217	FBgn0101158
XM_001957184	FBgn0101159
XM_001957183	FBgn0101160
XM_001957177	FBgn0101161
XM_001957176	FBgn0101162
XM_001957174	FBgn0101163
XM_001957172	FBgn0101164
XM_001957170	FBgn0101165
XM_001957168	FBgn0101167
XM_001957166	FBgn0101168
XM_001965218	FBgn0101169
XM_001957160	FBgn0101170
XM_001957158	FBgn0101171
XM_001957156	FBgn0101172
XM_001957154	FBgn0101173
XM_001957153	FBgn0101174
XM_001957150	FBgn0101175
XM_001957149	FBgn0101176
XM_001957145	FBgn0101177
XM_001957144	FBgn0101178
XM_001957143	FBgn0101179
XM_001965219	FBgn0101180
XM_001957142	FBgn0101181
XM_001957141	FBgn0101182
XM_001957139	FBgn0101183
XM_014909423	FBgn0101183
XM_001957138	FBgn0101184
XM_001957137	FBgn0101185
XM_001957129	FBgn0101186
XM_001957126	FBgn0101187
XM_001957124	FBgn0101188
XM_001957121	FBgn0101189
XM_001965222	FBgn0101191
XM_001957119	FBgn0101192
XM_014909424	FBgn0101192
XM_001957117	FBgn0101193
XM_014909425	FBgn0101193
XM_001957113	FBgn0101194
XM_001957111	FBgn0101195
XM_001957109	FBgn0101196
XM_001957107	FBgn0101197
XM_001957106	FBgn0101198
XM_001957105	FBgn0101199
XM_014909427	FBgn0101200
XM_014909426	FBgn0101200
XM_014909428	FBgn0101200
XM_014909429	FBgn0101200
XM_014909430	FBgn0101200
XM_014909431	FBgn0101200
XM_001957104	FBgn0101200
XM_001957101	FBgn0101201
XM_001965224	FBgn0101202
XM_001957100	FBgn0101203
XM_001957099	FBgn0101204
XM_001957095	FBgn0101205
XM_014909432	FBgn0101205
XM_001957094	FBgn0101206
XM_014909434	FBgn0101207
XM_014909433	FBgn0101207
XM_001957090	FBgn0101207
XM_014909435	FBgn0101207
XM_014909436	FBgn0101207
XM_001957088	FBgn0101208
XM_001957087	FBgn0101209
XM_014909437	FBgn0101209
XM_001957086	FBgn0101210
XM_001957084	FBgn0101211
XM_001957082	FBgn0101212
XM_001965225	FBgn0101213
XM_001957080	FBgn0101215
XM_001957078	FBgn0101216
XM_001957075	FBgn0101217
XM_001957072	FBgn0101218
XM_014909438	FBgn0101218
XM_001957071	FBgn0101219
XM_001957069	FBgn0101221
XM_014909440	FBgn0101221
XM_014909439	FBgn0101221
XM_014909441	FBgn0101221
XM_014909442	FBgn0101221
XM_014909443	FBgn0101221
XM_001957068	FBgn0101222
XM_001957067	FBgn0101223
XM_001965227	FBgn0101224
XM_001957065	FBgn0101225
XM_001957062	FBgn0101226
XM_001957061	FBgn0101227
XM_001957055	FBgn0101228
XM_001957054	FBgn0101229
XM_014909444	FBgn0101229
XM_001957053	FBgn0101230
XM_001957051	FBgn0101231
XM_001957050	FBgn0101232
XM_014909445	FBgn0101232
XM_001957048	FBgn0101233
XM_014909447	FBgn0101234
XM_014909446	FBgn0101234
XM_001957047	FBgn0101234
XM_014909448	FBgn0101234
XM_001965230	FBgn0101235
XM_001957045	FBgn0101236
XM_001957044	FBgn0101237
XM_001957042	FBgn0101238
XM_001957039	FBgn0101239
XM_001957040	FBgn0101240
XM_001957035	FBgn0101241
XM_001957032	FBgn0101242
XM_001957031	FBgn0101243
XM_001957029	FBgn0101244
XM_001965231	FBgn0101246
XM_001957022	FBgn0101247
XM_014909450	FBgn0101247
XM_014909449	FBgn0101247
XM_014909451	FBgn0101247
XM_014909452	FBgn0101247
XM_014909453	FBgn0101247
XM_014909454	FBgn0101247
XM_014909455	FBgn0101247
XM_014909456	FBgn0101247
XM_014909457	FBgn0101247
XM_014909458	FBgn0101247
XM_014909459	FBgn0101247
XM_014909460	FBgn0101247
XM_014909461	FBgn0101247
XM_014909462	FBgn0101247
XM_014909463	FBgn0101247
XM_014909464	FBgn0101247
XM_001957019	FBgn0101249
XM_001957018	FBgn0101250
XM_001957016	FBgn0101252
XM_014909466	FBgn0101252
XM_014909465	FBgn0101252
XM_001957015	FBgn0101253
XM_014909467	FBgn0101253
XM_001957011	FBgn0101254
XM_014909469	FBgn0101254
XM_014909468	FBgn0101254
XM_001957010	FBgn0101255
XM_014909471	FBgn0101255
XM_014909470	FBgn0101255
XM_001957008	FBgn0101256
XM_001957007	FBgn0101258
XM_001957006	FBgn0101259
XM_001957004	FBgn0101260
XM_001957002	FBgn0101261
XM_014909473	FBgn0101261
XM_014909472	FBgn0101261
XM_014909474	FBgn0101261
XM_001956996	FBgn0101262
XM_001956993	FBgn0101263
XM_001956991	FBgn0101265
XM_001956990	FBgn0101266
XM_001956988	FBgn0101267
XM_001965233	FBgn0101268
XM_014905091	FBgn0101268
XM_014905092	FBgn0101268
XM_014905100	FBgn0101268
XM_014905101	FBgn0101268
XM_014905095	FBgn0101268
XM_014905096	FBgn0101268
XM_014905097	FBgn0101268
XM_014905098	FBgn0101268
XM_014905099	FBgn0101268
XM_014905093	FBgn0101268
XM_014905094	FBgn0101268
XM_001956981	FBgn0101269
XM_014909476	FBgn0101269
XM_014909475	FBgn0101269
XM_014909477	FBgn0101269
XM_001956979	FBgn0101270
XM_014909478	FBgn0101270
XM_001956976	FBgn0101271
XM_014909480	FBgn0101271
XM_014909479	FBgn0101271
XM_001956973	FBgn0101272
XM_001956971	FBgn0101273
XM_001956967	FBgn0101274
XM_001956965	FBgn0101275
XM_001956961	FBgn0101277
XM_014909482	FBgn0101278
XM_014909481	FBgn0101278
XM_014909483	FBgn0101278
XM_001956959	FBgn0101278
XM_001965238	FBgn0101279
XM_001956958	FBgn0101281
XM_001956957	FBgn0101282
XM_001956955	FBgn0101283
XM_001956953	FBgn0101284
XM_001956945	FBgn0101285
XM_001956943	FBgn0101286
XM_001956941	FBgn0101287
XM_001956939	FBgn0101288
XM_014909485	FBgn0101288
XM_014909484	FBgn0101288
XM_001956936	FBgn0101289
XM_001965242	FBgn0101290
XM_001956933	FBgn0101291
XM_001956932	FBgn0101292
XM_001956928	FBgn0101293
XM_001956925	FBgn0101294
XM_014909487	FBgn0101294
XM_014909486	FBgn0101294
XM_001956923	FBgn0101295
XM_014909489	FBgn0101295
XM_014909488	FBgn0101295
XM_014909490	FBgn0101295
XM_001956921	FBgn0101296
XM_014909492	FBgn0101297
XM_014909491	FBgn0101297
XM_014909493	FBgn0101297
XM_001956918	FBgn0101297
XM_014909494	FBgn0101297
XM_001956912	FBgn0101298
XM_001956909	FBgn0101300
XM_001965247	FBgn0101301
XM_001956907	FBgn0101302
XM_001956906	FBgn0101303
XM_014909495	FBgn0101303
XM_001956905	FBgn0101304
XM_001956904	FBgn0101305
XM_001956902	FBgn0101306
XM_001956901	FBgn0101307
XM_014909497	FBgn0101307
XM_014909496	FBgn0101307
XM_001956900	FBgn0101308
XM_001956899	FBgn0101309
XM_001956898	FBgn0101310
XM_001956895	FBgn0101311
XM_001965248	FBgn0101312
XM_001956894	FBgn0101313
XM_001956893	FBgn0101314
XM_001956892	FBgn0101315
XM_001956891	FBgn0101316
XM_001956890	FBgn0101317
XM_001956888	FBgn0101318
XM_001956887	FBgn0101319
XM_014909498	FBgn0101320
XM_001956884	FBgn0101320
XM_014909499	FBgn0101320
XM_014909500	FBgn0101320
XM_014909501	FBgn0101320
XM_014909502	FBgn0101320
XM_014909503	FBgn0101320
XM_014909504	FBgn0101320
XM_014909505	FBgn0101320
XM_001956880	FBgn0101321
XM_001956878	FBgn0101322
XM_001965250	FBgn0101323
XM_001956877	FBgn0101324
XM_001956876	FBgn0101325
XM_001956872	FBgn0101326
XM_014909506	FBgn0101326
XM_001956871	FBgn0101327
XM_001956870	FBgn0101328
XM_014909508	FBgn0101328
XM_014909507	FBgn0101328
XM_014909509	FBgn0101328
XM_014909510	FBgn0101328
XM_014909511	FBgn0101328
XM_014909512	FBgn0101328
XM_014909514	FBgn0101329
XM_014909513	FBgn0101329
XM_014909515	FBgn0101329
XM_014909516	FBgn0101329
XM_014909517	FBgn0101329
XM_001956868	FBgn0101329
XM_014909518	FBgn0101329
XM_014909519	FBgn0101329
XM_014909520	FBgn0101329
XM_014909521	FBgn0101329
XM_001956865	FBgn0101330
XM_001956863	FBgn0101331
XM_001956862	FBgn0101332
XM_001956861	FBgn0101333
XM_001965252	FBgn0101334
XM_001956857	FBgn0101336
XM_014909522	FBgn0101336
XM_014909523	FBgn0101336
XM_014909524	FBgn0101336
XM_014909525	FBgn0101336
XM_014909526	FBgn0101336
XM_014909527	FBgn0101336
XM_014909528	FBgn0101336
XM_014909529	FBgn0101336
XM_014909530	FBgn0101336
XM_014909531	FBgn0101336
XM_014909532	FBgn0101336
XM_014909533	FBgn0101336
XM_001956856	FBgn0101337
XM_001956853	FBgn0101338
XM_001956852	FBgn0101339
XM_001956849	FBgn0101340
XM_001956848	FBgn0101341
XM_001956847	FBgn0101342
XM_001956846	FBgn0101343
XM_001956845	FBgn0101344
XM_001965253	FBgn0101345
XM_001956842	FBgn0101346
XM_001956839	FBgn0101349
XM_014909534	FBgn0101349
XM_014909535	FBgn0101349
XM_014909536	FBgn0101349
XM_014909537	FBgn0101349
XM_001956835	FBgn0101350
XM_001956833	FBgn0101351
XM_001956830	FBgn0101352
XM_001956829	FBgn0101353
XM_001956828	FBgn0101354
XM_001956827	FBgn0101355
XM_001965255	FBgn0101356
XM_014905102	FBgn0101356
XM_014905103	FBgn0101356
XM_014905104	FBgn0101356
XM_001956824	FBgn0101357
XM_014909539	FBgn0101357
XM_014909538	FBgn0101357
XM_001956821	FBgn0101358
XM_001956820	FBgn0101359
XM_001956819	FBgn0101360
XM_001956816	FBgn0101361
XM_014909541	FBgn0101361
XM_014909540	FBgn0101361
XM_014909542	FBgn0101361
XM_001956815	FBgn0101362
XM_001956813	FBgn0101363
XM_001956811	FBgn0101364
XM_014909543	FBgn0101364
XM_001956809	FBgn0101365
XM_001956806	FBgn0101366
XM_001965258	FBgn0101367
XM_001956805	FBgn0101368
XM_001956802	FBgn0101369
XM_001956801	FBgn0101370
XM_014909545	FBgn0101370
XM_014909544	FBgn0101370
XM_014909546	FBgn0101370
XM_001956795	FBgn0101371
XM_001956794	FBgn0101372
XM_001956791	FBgn0101373
XM_001956790	FBgn0101374
XM_001956785	FBgn0101375
XM_001956783	FBgn0101376
XM_001956782	FBgn0101377
XM_001965259	FBgn0101378
XM_014905105	FBgn0101378
XM_014905106	FBgn0101378
XM_014909547	FBgn0101379
XM_001956776	FBgn0101380
XM_001956774	FBgn0101381
XM_001956771	FBgn0101382
XM_014909549	FBgn0101382
XM_014909548	FBgn0101382
XM_001956770	FBgn0101383
XM_014909550	FBgn0101383
XM_001956768	FBgn0101384
XM_001956766	FBgn0101385
XM_014909551	FBgn0101385
XM_001956763	FBgn0101386
XM_001956762	FBgn0101387
XM_001956761	FBgn0101388
XM_001965260	FBgn0101389
XM_001956759	FBgn0101390
XM_014909553	FBgn0101390
XM_014909552	FBgn0101390
XM_001956756	FBgn0101391
XM_001956754	FBgn0101392
XM_001956752	FBgn0101393
XM_001956750	FBgn0101394
XM_001956748	FBgn0101395
XM_014909555	FBgn0101395
XM_014909554	FBgn0101395
XM_014909556	FBgn0101395
XM_014909557	FBgn0101395
XM_001956744	FBgn0101396
XM_001956742	FBgn0101397
XM_014909559	FBgn0101397
XM_014909558	FBgn0101397
XM_001956740	FBgn0101398
XM_001956736	FBgn0101399
XM_001965262	FBgn0101400
XM_001956734	FBgn0101401
XM_014909560	FBgn0101401
XM_001956733	FBgn0101402
XM_001956731	FBgn0101403
XM_001956728	FBgn0101404
XM_001956724	FBgn0101405
XM_001956717	FBgn0101406
XM_001956716	FBgn0101407
XM_001956715	FBgn0101408
XM_001956713	FBgn0101409
XM_001956711	FBgn0101410
XM_014909561	FBgn0101410
XM_001965264	FBgn0101411
XM_001956710	FBgn0101412
XM_001956709	FBgn0101413
XM_001956708	FBgn0101414
XM_014909562	FBgn0101415
XM_001956706	FBgn0101416
XM_001956705	FBgn0101417
XM_001956704	FBgn0101418
XM_001956702	FBgn0101420
XM_001956700	FBgn0101421
XM_001965265	FBgn0101422
XM_014905107	FBgn0101422
XM_001956693	FBgn0101426
XM_001956690	FBgn0101427
XM_014909563	FBgn0101427
XM_001956683	FBgn0101430
XM_001956680	FBgn0101431
XM_001965266	FBgn0101432
XM_014905108	FBgn0101432
XM_001956679	FBgn0101433
XM_014909565	FBgn0101433
XM_014909564	FBgn0101433
XM_014909566	FBgn0101433
XM_014909567	FBgn0101433
XM_014909568	FBgn0101433
XM_001956678	FBgn0101434
XM_001956677	FBgn0101435
XM_001956675	FBgn0101436
XM_001956673	FBgn0101437
XM_014909569	FBgn0101437
XM_001956672	FBgn0101438
XM_001956671	FBgn0101439
XM_001956670	FBgn0101440
XM_014909570	FBgn0101440
XM_001956669	FBgn0101441
XM_014909571	FBgn0101441
XM_001956667	FBgn0101442
XM_001956666	FBgn0101444
XM_001956664	FBgn0101445
XM_001956662	FBgn0101446
XM_001956660	FBgn0101447
XM_014909572	FBgn0101447
XM_001956658	FBgn0101448
XM_014909574	FBgn0101448
XM_014909573	FBgn0101448
XM_014909575	FBgn0101449
XM_001956657	FBgn0101449
XM_014909576	FBgn0101449
XM_001956656	FBgn0101450
XM_001956653	FBgn0101451
XM_001956650	FBgn0101452
XM_014905109	FBgn0101454
XM_001956647	FBgn0101455
XM_014909577	FBgn0101455
XM_001956644	FBgn0101456
XM_014909578	FBgn0101456
XM_001956643	FBgn0101457
XM_001956640	FBgn0101458
XM_001956639	FBgn0101459
XM_001956638	FBgn0101460
XM_001956634	FBgn0101461
XM_001956636	FBgn0101462
XM_001956637	FBgn0101463
XM_001965272	FBgn0101465
XM_001956632	FBgn0101466
XM_001956626	FBgn0101467
XM_001956624	FBgn0101468
XM_001956623	FBgn0101469
XM_001956622	FBgn0101470
XM_014909580	FBgn0101471
XM_014909579	FBgn0101471
XM_001956615	FBgn0101471
XM_014909581	FBgn0101471
XM_001956610	FBgn0101472
XM_001956609	FBgn0101473
XM_001956607	FBgn0101474
XM_001956606	FBgn0101475
XM_001965275	FBgn0101476
XM_001956605	FBgn0101477
XM_001956602	FBgn0101479
XM_014909583	FBgn0101479
XM_014909582	FBgn0101479
XM_014909584	FBgn0101479
XM_014909585	FBgn0101479
XM_014909586	FBgn0101479
XM_001956601	FBgn0101480
XM_001956600	FBgn0101481
XM_001956599	FBgn0101482
XM_001956597	FBgn0101483
XM_001956596	FBgn0101484
XM_001956595	FBgn0101485
XM_001965278	FBgn0101487
XM_001956588	FBgn0101488
XM_014909588	FBgn0101489
XM_014909587	FBgn0101489
XM_001956587	FBgn0101489
XM_001956586	FBgn0101490
XM_001956584	FBgn0101491
XM_001956581	FBgn0101492
XM_001956580	FBgn0101493
XM_001956577	FBgn0101495
XM_001956575	FBgn0101496
XM_001956572	FBgn0101497
XM_001965279	FBgn0101498
XM_014905110	FBgn0101498
XM_014905111	FBgn0101498
XM_014905113	FBgn0101498
XM_014905114	FBgn0101498
XM_014905112	FBgn0101498
XM_001956570	FBgn0101499
XM_001956568	FBgn0101501
XM_001956566	FBgn0101502
XM_001956564	FBgn0101503
XM_001956561	FBgn0101504
XM_014909589	FBgn0101504
XM_001956557	FBgn0101505
XM_014909590	FBgn0101505
XM_001956554	FBgn0101506
XM_001956552	FBgn0101507
XM_014909592	FBgn0101507
XM_014909591	FBgn0101507
XM_014909593	FBgn0101507
XM_014909594	FBgn0101507
XM_001956551	FBgn0101508
XM_001956550	FBgn0101510
XM_001956547	FBgn0101511
XM_014909595	FBgn0101511
XM_001956544	FBgn0101513
XM_001956543	FBgn0101514
XM_001956542	FBgn0101515
XM_001956539	FBgn0101516
XM_001956538	FBgn0101517
XM_001956537	FBgn0101518
XM_014909596	FBgn0101518
XM_001956536	FBgn0101519
XM_001965283	FBgn0101520
XM_014905115	FBgn0101520
XM_001956533	FBgn0101521
XM_001956531	FBgn0101522
XM_001956530	FBgn0101523
XM_001956526	FBgn0101524
XM_014909597	FBgn0101524
XM_001956525	FBgn0101525
XM_014909599	FBgn0101525
XM_014909598	FBgn0101525
XM_014909600	FBgn0101525
XM_001956524	FBgn0101526
XM_001956523	FBgn0101527
XM_014909602	FBgn0101527
XM_014909601	FBgn0101527
XM_001956520	FBgn0101528
XM_001956518	FBgn0101530
XM_001965286	FBgn0101531
XM_001956517	FBgn0101532
XM_014909604	FBgn0101537
XM_014909603	FBgn0101537
XM_014909605	FBgn0101537
XM_001956509	FBgn0101537
XM_001956508	FBgn0101538
XM_014909606	FBgn0101538
XM_001965289	FBgn0101540
XM_001956497	FBgn0101543
XM_001956495	FBgn0101545
XM_001956493	FBgn0101546
XM_001956490	FBgn0101547
XM_001956487	FBgn0101548
XM_014909607	FBgn0101548
XM_001965290	FBgn0101549
XM_014905116	FBgn0101549
XM_014905117	FBgn0101549
XM_001956483	FBgn0101551
XM_001956481	FBgn0101552
XM_001956479	FBgn0101553
XM_001956476	FBgn0101554
XM_001956473	FBgn0101555
XM_001956472	FBgn0101556
XM_014909609	FBgn0101556
XM_014909608	FBgn0101556
XM_001956469	FBgn0101557
XM_001956464	FBgn0101559
XM_001965291	FBgn0101560
XM_014905118	FBgn0101560
XM_001956463	FBgn0101561
XM_001956461	FBgn0101562
XM_001956459	FBgn0101563
XM_001956458	FBgn0101564
XM_001956456	FBgn0101565
XM_001956454	FBgn0101566
XM_001956445	FBgn0101567
XM_001956441	FBgn0101568
XM_001956440	FBgn0101569
XM_001956438	FBgn0101570
